id,name,organization,title,doi,metadata_created,metadata_modified,license_title
ebd8488f-a92b-46c9-899c-1e0b7f4f01e1,acled,coypu-project,ACLED,10.57702/f6a0n37q,2023-08-10T19:55:16.480321,2024-01-16T15:15:13.694924,License not specified
4a5b1066-7eef-4963-999e-5d8bbdb561e0,airports-dataset,coypu-project,Airports Dataset,10.57702/7367ku93,2023-08-10T20:02:33.473236,2023-08-10T22:25:53.925663,License not specified
ba139a6a-9cf3-46d5-8a25-b338f90bd1bc,baci-dataset,coypu-project,BACI Dataset,10.57702/gammgkb7,2023-08-10T20:06:02.246408,2023-08-10T22:25:06.367520,License not specified
e6e37d74-7cfc-458e-ac29-ed153b414354,catalog-dataset,coypu-project,Catalog Dataset,10.57702/2iev6x8r,2023-08-10T20:09:34.894731,2023-08-10T22:25:32.465010,License not specified
28384b4c-ee8a-4d38-886a-baee369430d9,cities-dataset,coypu-project,Cities Dataset,10.57702/o4gpzj30,2023-08-10T20:12:29.369668,2023-08-10T22:24:54.018704,License not specified
f59619c4-ee95-4102-8bc1-8583a82460d4,climate-trace-dataset,coypu-project,Climate Trace Dataset,10.57702/8kh82uha,2023-08-10T20:16:33.413638,2023-08-10T22:24:42.919980,License not specified
a28770ef-17da-456c-886c-1e2f11985e17,code-error-correction-properties-of-an-topological-insulator,institut-fur-theoretische-physik,Code: Error-correction properties of an topological insulator,,2021-07-23T10:18:26.020147,2021-07-23T10:19:34.751108,Creative Commons Attribution
fe742c08-cebc-489a-b205-e7f4a6487829,commodities-dataset,coypu-project,Commodities Dataset,10.57702/68vs5q6o,2023-08-10T20:19:41.724901,2023-08-10T22:24:29.226728,License not specified
6509e4fb-6b00-47f4-a2c0-35e8b69f36fb,companies-dataset,coypu-project,Companies Dataset,10.57702/u4ilysnn,2023-08-10T20:21:48.998148,2023-08-10T22:24:17.525239,License not specified
289a72e9-58be-47c1-bbdd-2bf04141c303,corruption-dataset,coypu-project,Corruption Dataset,10.57702/6luvpae3,2023-08-10T20:24:25.169222,2023-08-10T22:24:04.638157,License not specified
492dc42e-df6c-4cba-bb4c-5562689627e6,countries-dataset,coypu-project,Countries Dataset,10.57702/9cslc81d,2023-08-10T20:26:19.002147,2023-08-10T22:23:53.802827,License not specified
f1460cfd-866d-42ad-8383-36d5c3f22201,countries-test,fachgebiet-wissensbasierte-systeme,Countries Test,10.57702/lcp6xrm9,2023-11-09T15:25:05.932364,2023-11-10T20:27:11.604512,License not specified
a40e0cc1-d314-4dcc-9fe2-ac68ff336b7e,country-statistics-dataset,coypu-project,Country Statistics Dataset,10.57702/5s0qj3ja,2023-08-10T20:29:14.395191,2023-08-10T22:23:41.234202,License not specified
b4a4a12f-35f5-4ed4-98d9-efdcb507c7c1,covid-19-image-repository,mhh,COVID-19 Image Repository,,2021-07-23T10:23:30.647334,2021-07-23T10:25:32.966202,Creative Commons Attribution
b5d19739-bdd3-412b-96cd-4158235b8f09,coypu-project-knowledge-graph,coypu-project,CoyPu Project Knowledge Graph,10.57702/2xl01lm1,2023-08-07T16:34:03.917793,2023-08-10T22:26:16.860960,License not specified
4e1596b9-90da-4011-bfeb-51e52c5d27b0,dalicc-dataset,coypu-project,DALICC Dataset,10.57702/ew5yufsx,2023-08-10T20:31:05.873015,2023-08-10T22:23:29.132262,License not specified
02a90a88-19c9-4542-9410-6741782427bf,dataset-for-service-example,tib,Dataset for Service Example,10.57702/ga9wy6p8,2023-06-26T06:01:40.477622,2023-06-26T06:03:01.067999,License not specified
a1ae9d8b-eb58-4611-9d4b-59d147299531,disaster-dataset,coypu-project,Disaster Dataset,10.57702/fa8c6kq1,2023-08-10T20:33:42.391168,2023-08-10T22:23:14.054473,License not specified
e8a0620f-63a3-433c-8a85-c1c085159ea2,em-dat-dataset,coypu-project,EM-DAT Dataset,10.57702/3d1i5yem,2023-08-10T20:36:15.855746,2023-08-10T22:23:01.008174,License not specified
ca8c20ad-77b6-46d7-a940-1f6a351d7d0b,example-cad-2,tib,Pangaea CAD files,,2017-11-24T13:36:15.887852,2021-03-03T10:14:21.513141,Creative Commons Attribution
c31c9ff2-0ea9-43d8-8f93-2af0eaade9d4,example-cad-visualizations,tib,Example CAD Visualizations,10.57702/y89qq7yc,2022-05-10T06:06:18.809145,2022-05-10T06:11:58.326588,Creative Commons Attribution
abe34d5b-89dc-45a6-ace3-edef03a98e25,example-data-formats-visualizations,tib,Example Data Formats Visualizations,10.57702/053t7crn,2022-06-13T06:41:25.981748,2022-06-13T06:47:00.239049,License not specified
416b1441-cac9-4f9a-bb30-db1fb160ea65,example-documents-visualizations,tib,Example Documents Visualizations,10.57702/sk4pw5q8,2022-06-13T06:32:24.216226,2022-06-13T06:39:24.560824,License not specified
c854c0a8-9a35-40b8-8698-115d3ec29a26,example-ldm-api-implementation,tib,Example LDM-API implementation,10.57702/0m50j2xo,2023-01-12T10:37:55.407492,2023-01-12T11:27:52.437290,License not specified
54920aae-f322-4fca-bd09-cd091946632c,example-video-2,tib,Autocombustion reactions STF50 video,,2017-11-24T13:42:19.407543,2021-03-03T10:15:41.845072,Creative Commons Attribution
30bb224e-7474-4495-bd8e-96c7d3f1b22e,example-video-visualizations,tib,Example Video Visualizations,10.57702/hbbmkjx4,2022-06-13T06:25:38.846167,2022-06-13T06:29:36.923184,Creative Commons Attribution
d2e5af1b-4a74-4bba-8199-e6d138e37243,exiobase-dataset,coypu-project,Exiobase Dataset,10.57702/ipokonoh,2023-08-10T20:38:31.526401,2023-08-10T22:22:47.841634,License not specified
f45c42a7-50d2-46e1-a247-e40db3255d50,falcon-demo,tib,Falcon Demo,,2022-01-31T15:37:16.684571,2022-02-24T09:11:39.255308,License not specified
4d03c927-1877-4459-95a2-4a248e502765,gdacs-dataset,coypu-project,GDACS Dataset,10.57702/844faumg,2023-08-10T20:41:33.379837,2023-08-10T22:22:35.756475,License not specified
6f0ba6de-7b20-4823-81ff-e35579e1079c,genesis-dataset,coypu-project,Genesis Dataset,10.57702/b704g97b,2023-08-10T20:43:10.569591,2023-08-10T22:22:18.724302,License not specified
6a85aa5b-29a6-458d-9f6f-58493f800e49,gentsch-2023-1,tib,gentsch-2023-1,10.57702/yztrbsd4,2023-12-04T14:36:26.849091,2023-12-20T14:30:33.838831,Creative Commons CCZero
f43c99b5-4b4b-4df0-8e11-f8e5c75ed1ec,geoboundaries-datasets,coypu-project,Geoboundaries Datasets,10.57702/myq66n0a,2023-08-10T20:45:13.981549,2023-08-10T22:22:05.969100,License not specified
7cd16f2d-9570-44c6-888a-5d1f43043c67,gleif-dataset,coypu-project,GLEIF Dataset,10.57702/kfuxpknz,2023-08-10T20:47:06.415139,2023-08-10T22:21:54.377645,License not specified
0b3caa48-54aa-4cfa-a687-092aacbd5164,grid-planning-program-gpp-data-sets,institut-fur-elektrische-energiesysteme,Grid Planning Program (GPP) Data Sets,,2021-07-23T08:22:12.405280,2021-07-23T08:24:32.934370,Creative Commons Attribution
9ae03d7b-f02d-4df2-bde6-49728e834027,gta-dataset,coypu-project,GTA Dataset,10.57702/vos2p0zy,2023-08-10T20:49:03.832131,2023-08-10T22:21:38.711637,License not specified
485d29c2-fe3c-4dff-8ee4-009e8d2aa7ae,gtfs-madrid-bench,universidad-politecnica-de-madrid,GTFS-Madrid-Bench,10.57702/ldr8qrii,2023-10-17T09:55:40.934271,2023-10-17T10:08:59.369754,License not specified
4f50fe06-9047-4a92-a953-2ccb04af9bcf,icews-dataset,coypu-project,ICEWS Dataset,10.57702/2fz2y48u,2023-08-10T20:52:01.012760,2023-08-10T22:21:27.172035,License not specified
9a543389-6c85-4c50-98ec-d199073baf70,industries-dataset,coypu-project,Industries Dataset,10.57702/52h2udb5,2023-08-10T20:54:18.537689,2023-08-10T22:21:17.319858,License not specified
d6768440-7bc5-457a-99f0-d0f82ee409cd,international-organizations-dataset,coypu-project,International Organizations Dataset,10.57702/7g62nj72,2023-08-10T20:56:19.854385,2023-08-10T22:20:07.729283,License not specified
df5b7113-d32b-40bd-98ed-2ed55843b250,ips-dataset,coypu-project,IPS Dataset,10.57702/eqvz07u4,2023-08-10T20:57:50.393894,2023-08-10T22:19:52.413058,License not specified
c22ad20e-d0e3-4be2-8041-ba71bfa29873,k4covid19,tib,K4COVID19,10.57702/uolebhov,2021-07-23T05:49:13.923502,2022-06-08T15:22:09.581797,Creative Commons Attribution
59d595ab-6c09-455c-b0a7-e24ba1ac94d9,kgqa-datasets,coypu-project,KGQA-Datasets,10.57702/tue9isc6,2023-10-17T10:16:26.258373,2023-10-17T10:16:44.356419,License not specified
9e7d3aa5-120c-499e-83b9-28c45b79060f,ldm-demo,tib,LDM Demo,10.57702/wb5bok01,2022-05-25T12:08:13.820212,2022-06-07T06:25:11.329115,Creative Commons Attribution Share-Alike
40375219-aae0-49ac-9ce0-1617d8a3c240,licenses-dataset,coypu-project,Licenses Dataset,10.57702/8m36935f,2023-08-10T20:59:40.027034,2023-08-10T22:19:37.475688,License not specified
2ddc1f8f-bb4a-4c9e-ad4f-af551a6ecf54,luh-2022-oakland-usec-in-sdps-replication,fachgebiet-empirical-information-security,"Replication Package: ""How Does Usable Security (Not) End Up in Software Products? Results From a Qualitative Interview Study""",10.25835/0089554,2021-10-14T10:15:52.291375,2023-08-04T08:46:16.962844,CC-BY-SA-3.0
e0894e61-8e22-4832-aa92-555f007282bc,luh-2022-soups-olab,fachgebiet-empirical-information-security,"Replication Package: ""If You Can’t Get Them to the Lab: Evaluating a Virtual Study Environment with Security Information Workers""",10.25835/spxeaic7,2023-01-12T13:13:58.657594,2023-08-04T08:46:17.135352,CC-BY-SA-3.0
ceeaf408-ffbf-4f01-8c05-8395dd687c3d,luh-2022-usenix-dev-sampling,fachgebiet-empirical-information-security,"Replication Package: ""Where to Recruit for Security Development Studies: Comparing Six Software Developer Samples""",10.25835/wg7xhqmh,2023-01-12T13:13:58.835219,2023-08-04T08:46:17.302712,CC-BY-SA-3.0
d2186c38-ac7f-45fb-9c38-2e9f36d3afaf,luh-2023-usenix-ucs,fachgebiet-empirical-information-security,"Replication Package: ""Pushed by Accident: A Mixed-Methods Study on Strategies of Handling Secret Information in Source Code Repositories""",10.25835/xfc2h3pg,2023-08-04T08:46:17.499028,2023-08-04T08:46:17.499034,CC-BY-SA-3.0
d86b16e6-8be6-4094-a28f-c0f4b8d41b83,luh-aei-lri1b-v52,institut-fur-gravitationsphysik,Alternative GRACE-FO LRI Ranging Datasets: AEI-LRI1B and AEI-RTC1B v52,10.25835/0aiar7px,2023-01-12T13:14:05.886132,2023-08-04T08:46:17.723398,CC-BY-3.0
5b2ed14e-7aa0-4fee-a3a8-647cfa5591a3,luh-aftershock-triggering-tohoku-japan,institut-fur-geologie,"Megathrust Stress Drop as Trigger of Aftershock Seismicity: Insights From the 2011 Tohoku Earthquake, Japan",10.25835/0072357,2023-01-12T13:14:06.283011,2023-08-04T08:46:17.955448,CC-BY-NC-3.0
c76adf5a-9aa8-4ebe-bbbe-0e61436cf033,luh-a-generic-gust-definition-and-detection-method-based-on-wavelet-analysis,ag-palm,A generic gust definition and detection method based on wavelet-analysis,10.25835/0067988,2021-10-14T10:15:52.575549,2023-08-04T08:46:18.116936,CC-BY-3.0
b2064378-0874-487e-8307-ec0d00d5fb12,luh-a-gradient-enhancement-approach-for-bone-remodelling,grk-2657,Gradient enhanced stress adaptive bone remodelling,10.25835/th2mqzom,2023-01-12T13:14:06.686040,2023-08-04T08:46:18.273307,CC-BY-NC-3.0
ef96d2db-9cbe-4738-b7bf-da556e12bdc2,luh-a-neural-approach-for-text-extraction-from-scholarly-figures,tib,A Neural Approach for Text Extraction from Scholarly Figures,10.25835/0030443,2021-10-14T10:15:52.746653,2023-08-04T08:46:18.444285,CC-BY-3.0
e7120bf8-f3d9-403b-aae4-88437397122e,luh-animation-of-moist-convection,institut-fuer-meteorologie-und-klimatologie,Animation of moist convection,10.25835/r02ldvjl,2023-01-12T13:14:06.946845,2023-08-04T08:46:18.746322,CC-BY-SA-3.0
a56af398-d46c-4883-af24-4dc4e6b1246f,luh-an-interview-study-on-the-use-comprehension-and-perceived-risks-of-unsafe-rust,fachgebiet-empirical-information-security,"An Interview Study on the Use, Comprehension, and Perceived Risks of Unsafe Rust",10.25835/gggv8xg7,2023-08-04T08:46:18.932595,2023-08-04T08:46:18.932600,CC-BY-SA-3.0
37c1f487-388b-4719-98d6-20d44ce5418a,luh-an-open-dataset-of-measured-hrtfs-perturbed-by-headphones,institut-fur-kommunikationstechnik,An open dataset  of measured HRTFs perturbed by headphones,10.25835/8g7nos9w,2023-01-12T13:14:07.357581,2023-08-04T08:46:19.302546,CC-BY-SA-3.0
49c115ad-beef-4864-9556-17257a018883,luh-a-novel-way-to-reduce-the-critical-deformation-for-cold-roll-bonding,sfb_1368,A Novel Way to Reduce the Critical Deformation for Cold Roll Bonding,10.25835/43s2n8pq,2023-08-04T08:46:19.682911,2023-08-04T08:46:19.682917,CC-BY-3.0
e39073b4-02d9-4377-b5b1-ae94eec4f0b3,luh-areas-in-lower-saxony-with-low-and-medium-spatial-vulnerability-to-ground-mounted-photovoltaics,institut-fur-umweltplanung,Areas in Lower Saxony with low and medium spatial vulnerability to ground mounted photovoltaics,10.25835/0023628,2023-01-12T13:14:07.873017,2023-08-04T08:46:19.910033,CC-BY-3.0
c3a11c7f-1fe7-4fae-b460-e9543ddd761c,luh-asm-modell_asm3_1_n2o_isah,institut-fur-siedlungswasserwirtschaft-und-abfalltechnik,ASM-Modell_ASM3_1_N2O_ISAH,10.25835/xvfjb8rb,2023-05-02T07:05:18.563437,2023-08-04T08:46:20.095912,CC-BY-NC-3.0
d5d40105-3b64-4715-b788-bd61d225ff2f,luh-astrogeodetic-vertical-deflections-for-the-validation-of-gravity-field-models,institut-fuer-erdmessung,Astrogeodetic vertical deflections along two profiles in Germany for the validation of gravity field models,10.25835/0092586,2021-10-14T10:15:53.041444,2023-08-04T08:46:20.279352,CC-BY-NC-3.0
f85549ff-c0ce-4cc0-a699-d551b21d6afb,luh-banker-plants-promote-biological-control-of-cabbage-whitefly,institut-fur-gartenbauliche-produktionssysteme,Banker plants promote functional biodiversity and decrease populations of the cabbage whitefly Aleyrodes proletella,10.25835/0017692,2021-10-14T10:15:53.333689,2023-08-04T08:46:20.503743,CC-BY-3.0
2ec5b8b1-eb9f-4d4e-ad05-7c64d4ec2d0a,luh-beispiel-netzwerkmessdaten,luis,Beispiel Netzwerkmessdaten,10.25835/LUIS.2,2021-10-14T10:15:53.508817,2023-08-04T08:46:20.761636,CC0-1.0
951d0190-3652-4486-8977-ed1ff385e7d4,luh-bike-sensor-dataset-for-vehicle-encounters-a-comprehensive-open-data-resource,institut-fur-kartographie-und-geoinformatik,Bike Sensor Data Set for Vehicle Encounters: A Comprehensive Open Data Resource,10.25835/e6iagxo9,2023-08-04T08:46:21.046301,2023-08-04T08:46:21.046306,CC-BY-NC-3.0
1b587d7c-d21d-45e0-ab29-7d0e4f6ddc66,luh-bvp-dyn-viscoelastic-stochastic-tsm,institut-fur-kontinuumsmechanik,"Boundary value problems of the paper ""Simulation of the dynamic behavior of viscoelastic structures with random material parameters using time-separated stochastic mechanics""",10.25835/s9r0w83z,2023-01-12T13:14:08.634860,2023-08-04T08:46:21.252152,CC-BY-NC-3.0
790f57d7-8adf-47c4-afc0-0652adc307f9,luh-can-area-wide-building-retrofitting-affect-the-urban-microclimate-an-les-study-for-berlin-german,ag-palm,"Can area-wide building retrofitting affect the urban microclimate? An LES study for Berlin, Germany",10.25835/0031817,2023-01-12T13:14:08.763233,2023-08-04T08:46:21.422701,CC-BY-3.0
363614fa-2f38-49f5-9919-d516dcdbb46c,luh-characterization-of-hand-arm-vibration-hav-on-the-ducati-monster-796-abs-motorcycle,institut-fur-produktentwicklung-und-geratebau,Characterization of hand-arm vibration (HAV) on the Ducati Monster 796 ABS motorcycle,10.25835/0vlqu43y,2023-08-04T08:46:21.564347,2023-08-04T08:46:21.564352,CC-BY-3.0
3068217c-75dc-47dd-8b41-a4751f0e4e5b,luh-cho-2df,institut-fur-technische-chemie,CHO 2DF,10.25835/0005774,2021-10-14T10:15:53.822176,2023-08-04T08:46:21.740157,CC0-1.0
f408bd74-e173-4ee4-bc4c-a2de306c419f,luh-cho-ir,institut-fur-technische-chemie,CHO IR,10.25835/0036714,2021-10-14T10:15:54.018907,2023-08-04T08:46:21.907921,CC0-1.0
ee6a8084-eaed-4bf4-816f-684a93fdadc8,luh-cho-perfusion-process-using-a-microfluidic-spiral-separator-with-web-based-flow-control,institut-fur-technische-chemie,CHO Perfusion Process using a microfluidic spiral separator with web-based flow control,10.25835/nxrqvp0w,2023-05-02T07:05:19.013601,2023-08-04T08:46:22.103178,CC0-1.0
fcc621b4-fa65-4913-a304-9f5528afa582,luh-cho-stress-induced-product-production,institut-fur-technische-chemie,CHO stress induced product production,10.25835/0066265,2021-10-14T10:15:54.307772,2023-08-04T08:46:22.259208,CC0-1.0
aacd367d-a3df-44f3-b61c-6ebb07edb92c,luh-chrysanthemum-resistance-to-western-flower-thrips,institut-fur-gartenbauliche-produktionssysteme,The role of plant physiology and cultivar of Chrysanthemum in the resistance against Western Flower Thrips,10.25835/0031960,2021-10-14T10:15:54.543157,2023-08-04T08:46:22.550700,CC-BY-3.0
c81d3262-b3f5-41ef-8dfa-1527c731888e,luh-code-error-correction-properties-of-an-topological-insulator,institut-fur-theoretische-physik,Code: Error-correction properties of an topological insulator,10.25835/0047523,2021-10-14T10:15:54.682773,2023-08-04T08:46:22.803613,CC-BY-3.0
4237febd-d9ea-45d1-8b6c-9096896f8f6b,luh-code-modeling-and-error-analysis-incamera-based-jump-height-measurement,institut-fuer-mikroelektronische-systeme,Code: Modeling and Error Analysis in Camera-Based Jump Height Measurement,10.25835/s067v1ho,2023-01-12T13:14:09.925171,2023-08-04T08:46:23.058362,CC-BY-SA-3.0
440f33c4-7988-4488-bb70-6d928685b81e,luh-code-supplement-sideband-thermometry-on-ion-crystals,institut-fur-theoretische-physik,Code Supplement: Sideband Thermometry on Ion Crystals,10.25835/662v76zo,2023-08-04T08:46:23.243171,2023-08-04T08:46:23.243176,CC-BY-3.0
f65fd791-af49-4e1e-9af6-627921a396a6,luh-comments-to-the-survey-on-nuclear-waste-management-in-germany,institut-fur-radiookologie-und-strahlenschutz,Comments to the survey on nuclear waste management in Germany,10.25835/avnotkj1,2023-08-04T08:46:23.392361,2023-08-04T08:46:23.392366,CC-BY-NC-3.0
4a9d98fa-4dc9-4b02-b401-4109e84da570,luh-concept-matrix-for-systematizing-manufacturing-and-material-costs,sfb_1368,Concept Matrix for Systematizing Manufacturing and Material Costs,10.25835/3q3hpt1c,2023-08-04T08:46:23.531117,2023-08-04T08:46:23.531122,CC-BY-SA-3.0
afd56c85-b885-4731-af17-258838c6d728,luh-concrete-aggregate-benchmark,institut-fur-baustoffe,Concrete Aggregate Benchmark,10.25835/0027789,2021-10-14T10:15:54.978698,2023-08-04T08:46:23.662308,CC-BY-NC-3.0
c80488e9-ecfa-44e9-88d9-208f814d1a5b,luh-condensates-of-so-5-_-n-anyons,ag-frahm,Condensates of SO(5)_N anyons,10.25835/0007088,2021-10-14T10:15:55.275184,2023-08-04T08:46:23.813563,CC-BY-3.0
de12a3c8-5718-4edd-b6db-f1bba771c8ff,luh-conservation-of-natural-enemies-of-aleyrodes-proletella-on-perennial-plants,institut-fur-gartenbauliche-produktionssysteme,Conservation of non-pest whiteflies and natural enemies of the cabbage whitefly Aleyrodes proletella on perennial plants for use in non-crop habitats,10.25835/0021354,2021-10-14T10:15:55.447521,2023-08-04T08:46:23.976193,CC-BY-3.0
a63de05e-9a40-4d76-b16d-2f3e99d884ce,luh-contributions-similarity-in-the-open-research-knowledge-graph,tib,Contributions Similarity in the Open Research Knowledge Graph,10.25835/nop77eg4,2023-01-12T13:14:10.385841,2023-08-04T08:46:24.169388,CC-BY-3.0
ac78e42d-c5b9-459a-b20d-6d123787a574,luh-cotex-reflectance-and-eqe-measurements,institut-fur-festkorperphysik,Reflectance and EQE measurements of CoTex (colored textiles) photovoltaic modules,10.25835/0056607,2021-10-14T10:15:55.684751,2023-08-04T08:46:24.379958,CC-BY-3.0
ca654807-033c-4650-a967-2d1641f49f0b,luh-cov-19-img,mhh,COVID-19 Image Repository,10.25835/0090041,2021-10-14T10:15:55.818531,2023-08-04T08:46:24.638441,CC-BY-3.0
e7e8ca91-d0bb-433b-b1a0-9a92c9477775,luh-cs-ner-dataset,tib,CS-NER,10.25835/hodc41f5,2023-01-12T13:14:10.784838,2023-08-04T08:46:24.834737,CC-BY-SA-3.0
2c235c10-9da5-4934-b436-6df0e0634ebe,luh-csp-solution-environment,institut-fur-produktentwicklung-und-geratebau,CSP Solution Environment,10.25835/3kayukbq,2023-08-04T08:46:25.027522,2023-08-04T08:46:25.027528,CC-BY-3.0
9a1208b5-b52c-4cd3-b9f3-f05462a1df5e,luh-data-dronewaves,ag-palm,Data for Atmospheric Flow Simulation Strategies to Assess Turbulent Wind Conditions for Safe Drone Operations in Urban Environments,10.25835/727jszhs,2023-01-12T13:14:10.965466,2023-08-04T08:46:25.209566,CC-BY-3.0
1d3b23f5-8c7e-4df6-a698-6a07f1342c0b,luh-data-for-how-do-dust-devil-like-vortices-depend-on-model-resolution,ag-palm,Data for How Do Dust Devil-Like Vortices Depend On Model Resolution? A Grid Convergence Study Using Large-Eddy Simulation,10.25835/x81j6gj2,2023-01-12T13:14:11.136739,2023-08-04T08:46:25.399485,CC-BY-3.0
eb82a879-0f80-4672-a13e-003f966c0718,luh-data-for-turbulent-heat-exchange-over-polar-leads-revisited-a-large-eddy-simulation-study,institut-fuer-meteorologie-und-klimatologie,"Data for ""Turbulent heat exchange over polar leads revisited: A large eddy simulation study""",10.25835/jq6gctwq,2023-01-12T13:14:11.265317,2023-08-04T08:46:25.551835,CC-BY-3.0
68a39a58-ed93-4dc6-a210-99aa96861298,luh-data-freyschmidt-and-beier-2023,institut-fur-siedlungswasserwirtschaft-und-abfalltechnik,Data Freyschmidt and Beier 2023,10.25835/psv2gfsu,2023-08-04T08:46:25.682850,2023-08-04T08:46:25.682855,CC-BY-NC-3.0
eae4f7c0-761a-4bf9-b057-898f1d1662e7,luh-dataset-areas-with-low-and-medium-spatial-vulnerability-to-a-prototype-wind-turbine,institut-fur-umweltplanung,Areas with low and medium spatial vulnerability to a prototype wind turbine,10.25835/0072778,2021-10-14T10:15:56.093605,2023-08-04T08:46:25.877235,CC-BY-3.0
08b693d2-bf35-4d6b-8914-d3a7c41f5489,luh-dataset-for-the-manuscript-ultracold-atom-interferometry-in-space,institut-fur-quantenoptik,"Dataset for the manuscript ""Ultracold atom interferometry in space""",10.25835/0062691,2021-10-14T10:15:56.363809,2023-08-04T08:46:26.090263,CC-BY-SA-3.0
1bf33963-a111-48fb-a662-9c6fa9b248af,luh-deep-granulometry,institut-fur-baustoffe,Deep Granulometry,10.25835/61y9peiq,2023-01-12T13:14:11.720857,2023-08-04T08:46:26.290084,CC-BY-NC-3.0
798e44e2-ef7b-480f-ad8f-2b2b35e7c830,luh-does-apple-replant-disease-ard-affect-the-soil-patch-selection-behaviour-of-collembolans,institut-fur-gartenbauliche-produktionssysteme,Does Apple replant disease (ARD) affect the soil patch selection behaviour of Collembolans?,10.25835/kg6tb8sd,2023-01-12T13:14:11.881660,2023-08-04T08:46:26.430255,CC-BY-3.0
cf1be2a3-5c87-4c23-9e97-6b76ba7dc26c,luh-dom2vec_pretrained,l3s,dom2vec: Protein domain embeddings,10.25835/0039431,2021-10-14T10:15:56.656892,2023-08-04T08:46:26.570818,CC-BY-SA-3.0
74dc1c21-15ba-4e6a-a47f-99dcbde91209,luh-eigd,l3s,eigd,10.25835/djskjoey,2023-01-12T13:14:12.200135,2023-08-04T08:46:26.716085,CC-BY-NC-SA-4.0
0f5af942-94a7-452e-9bbf-11ae6355c03e,luh-einsatzverhalten-von-pcbn-und-pkd-werkzeugen-bei-der-sauerstofffreien-titanzerspanung,sfb_1368,Einsatzverhalten von pCBN- und PKD-Werkzeugen bei der sauerstofffreien Titanzerspanung,10.25835/vgtsjjkr,2023-08-04T08:46:27.117954,2023-08-04T08:46:27.117959,CC-BY-SA-3.0
206880e7-37c5-44d7-9f17-974442274084,luh-electric-power-system-data-sets,institut-fur-elektrische-energiesysteme,Multi-Voltage-Level Electric Power System Data Sets,10.25835/0013459,2021-10-14T10:15:56.814220,2023-08-04T08:46:28.324078,CC-BY-3.0
421f3011-43fa-4459-b7cc-bb22bf87fcaf,luh-erp-aut1-and-pole-offsets-from-llr-with-nps-for-timespan1970-2021,institut-fuer-erdmessung,Earth Rotation Parameters from LLR with NPs for timespan 1970 - 2021,10.25835/3h1r07a7,2023-01-12T13:14:12.568509,2023-08-04T08:46:28.505846,CC-BY-NC-3.0
d5201779-9cd0-4cb1-a323-f9c71ca0d7cd,luh-evaluating-squad-based-question-answering-for-the-open-research-knowledge-graph-completion,tib,Evaluating SQuAD-based Question Answering for the Open Research Knowledge Graph Completion,10.25835/blecbkwf,2023-01-12T13:14:12.715523,2023-08-04T08:46:28.662620,CC-BY-3.0
6687444f-a3a7-45b8-8453-a39995b8e4d4,luh-evaluation-of-the-palm-model-system-6-0-simulation-input-data-and-measurement-data,institut-fuer-meteorologie-und-klimatologie,Evaluation of the Dynamic Core of the PALM Model System 6.0 in a Neutrally Stratified Urban Environment: Simulation Input Data and Measurement Data,10.25835/0015082,2021-10-14T10:15:57.143787,2023-08-04T08:46:28.946290,CC-BY-3.0
a1edf2b8-a4f4-4b65-af20-b8f41b4841f1,luh-exercises-tensor-analysis,institut-fur-kontinuumsmechanik,Exercises Tensor Analysis,10.25835/5gkpdxla,2023-05-02T07:05:20.151380,2023-08-04T08:46:29.134344,CC0-1.0
bc41f4de-9029-467a-ba3b-d1fcb785dfcf,luh-experimental-characterization-of-a-particle-damped-motorcycle-triple-clamp,institut-fur-produktentwicklung-und-geratebau,Experimental characterization of a particle-damped motorcycle triple clamp,10.25835/ljiztmm1,2023-08-04T08:46:29.306317,2023-08-04T08:46:29.306323,CC-BY-3.0
a42fe0cb-88fb-4c85-91db-92197cf096e1,luh-extended-mp-16-dataset,l3s,Extended MP-16 Dataset,10.25835/9cjjdkga,2023-01-12T13:14:12.885108,2023-08-04T08:46:29.553969,ODbL-1.0
b61c9caa-d486-4f72-84fc-d100712a34b9,luh-files-for-constraint-solver-sorting-box,institut-fur-produktentwicklung-und-geratebau,"Files for Constraint Solver ""Sorting Box""",10.25835/6wdfdp03,2023-01-12T13:14:13.155769,2023-08-04T08:46:29.711494,CC-BY-NC-3.0
c7e19fea-81d7-44aa-a500-4b62d506a901,luh-finite-size-data-for-the-q-deformed-osp-3-2-superspin-chain,ag-frahm,Finite size data for the q-deformed OSp(3|2) superspin chain,10.25835/0064330,2021-10-14T10:15:57.324224,2023-08-04T08:46:29.865536,CC-BY-3.0
b1999c85-19ec-4e88-beef-42584fdcac7f,luh-first-nfdi4chem-user-survey,tib,First NFDI4Chem User Survey,10.25835/0077933,2021-10-14T10:15:57.489213,2023-08-04T08:46:30.049950,CC-BY-3.0
c24925ab-2e0b-4d75-b0c4-b68f08b7023f,luh-fokus-auf-lernerstrategien,englisches-seminar,Fokus auf Lernerstrategien - Digitaler Anhang,10.25835/dji3ljub,2023-01-12T13:14:13.554673,2023-08-04T08:46:30.249227,CC-BY-NC-3.0
3af87ef8-5d58-46d1-a7ad-5579058a2f5a,luh-genesis-and-features-of-dust-devil-like-vortices-in-turbulent-rayleigh-benard-convection,ag-palm,Evolution and Features of Dust Devil-Like Vortices in Turbulent Rayleigh-Bénard Convection - A Numerical Study using Direct Numerical Simulation,10.25835/0071502,2021-10-14T10:15:57.629145,2023-08-04T08:46:30.406165,CC-BY-3.0
